ID,Region,Annee,Saison,Temperature_C,Precipitations_mm,Humidite_pct,Amplitude_Thermique_C,Couverture_Forestiere_pct,Biodiversite_Shannon,Eau_Stagnante,Densite_Faune,Densite_Population,Urbanisation,Acces_Soins,Deforestation_pct,Fragmentation_Habitat,Cas_Humains,Prevalence_Animale_pct,Reservoirs_Animaux,Transmission,Agents_Sante_1000,Capacite_Laboratoire,Risque,Type_Ecosysteme,Groupe_Climatique
ECO_00145,REG_0011,2024,Printemps,31.1,293,75,4.3,41.7,3.88,0,2,200,3,4,37.5,4,225,8.6,5,1,2.91,6,Faible,Savane / Zone Agricole,Tropical
ECO_00146,REG_0063,2019,Hiver,37.4,186,70,12.1,58.0,0.92,0,8,114,5,5,4.8,5,330,7.0,4,3,2.89,2,Faible,Savane / Zone Agricole,Tropical
ECO_00147,REG_0088,2013,Été,28.5,2086,80,2.0,79.6,1.78,0,1,142,6,4,28.4,5,280,8.6,1,6,2.13,7,Modéré,Forêt Dense,Tropical
ECO_00148,REG_0048,2019,Été,3.5,512,56,6.3,44.1,1.6,0,4,201,4,6,3.8,7,280,2.8,3,9,0.95,7,Faible,Forêt Secondaire,Tempéré
ECO_00149,REG_0013,2010,Hiver,40.0,826,85,17.3,37.1,3.24,0,4,317,2,2,18.1,4,220,4.3,2,3,1.6,4,Faible,Forêt Secondaire,Tropical
ECO_00150,REG_0066,2016,Automne,38.5,208,83,9.0,10.3,1.95,0,4,202,2,6,17.1,5,180,5.6,2,6,2.02,5,Faible,Savane / Zone Agricole,Tropical
ECO_00151,REG_0109,2020,Hiver,21.9,696,87,20.6,62.4,2.12,0,4,30,3,4,16.1,4,175,11.9,4,7,3.63,9,Faible,Forêt Secondaire,Subtropical
ECO_00152,REG_0091,2018,Printemps,20.7,2402,95,23.0,40.1,1.09,1,6,256,3,6,16.6,4,405,4.3,2,5,1.91,7,Modéré,Forêt Secondaire,Subtropical
ECO_00153,REG_0139,2019,Automne,22.6,2895,50,5.2,35.8,2.24,1,1,296,4,3,14.4,6,135,1.1,1,7,1.22,4,Modéré,Forêt Secondaire,Subtropical
ECO_00154,REG_0063,2018,Été,3.1,942,74,7.9,24.3,4.0,1,4,676,3,5,38.5,4,205,5.8,5,8,2.95,6,Modéré,Savane / Zone Agricole,Tempéré
ECO_00155,REG_0062,2019,Automne,33.7,120,60,14.2,24.7,2.2,0,5,196,5,9,6.7,5,205,8.9,6,6,2.94,5,Faible,Savane / Zone Agricole,Tropical
ECO_00156,REG_0084,2018,Hiver,28.1,486,63,2.4,38.7,2.8,0,9,425,5,7,3.0,3,170,17.2,4,8,1.59,6,Modéré,Savane / Zone Agricole,Tropical
ECO_00157,REG_0081,2010,Printemps,5.7,781,80,7.1,39.8,1.85,1,6,613,4,2,47.2,6,165,7.5,2,3,4.16,5,Modéré,Forêt Secondaire,Tempéré
ECO_00158,REG_0025,2010,Hiver,4.2,1217,61,10.0,24.3,1.85,1,5,526,5,2,27.6,6,240,4.9,2,7,5.36,6,Faible,Savane / Zone Agricole,Tempéré
ECO_00159,REG_0115,2021,Automne,15.2,959,71,8.5,34.9,2.07,0,4,92,3,6,3.2,5,90,8.7,2,5,5.97,5,Faible,Forêt Secondaire,Tempéré
ECO_00160,REG_0085,2015,Été,6.6,902,53,25.0,12.2,2.72,0,5,479,3,3,17.9,2,325,7.6,5,7,2.32,2,Faible,Savane / Zone Agricole,Tempéré
ECO_00161,REG_0005,2015,Automne,-5.0,939,59,22.7,51.6,1.61,1,3,220,3,3,48.9,5,290,8.2,1,7,0.94,4,Modéré,Forêt Secondaire,Tempéré
ECO_00162,REG_0047,2021,Printemps,21.3,1361,55,12.4,43.5,3.44,0,6,188,5,5,17.1,5,130,8.9,0,3,4.0,6,Faible,Forêt Secondaire,Subtropical
ECO_00163,REG_0140,2011,Été,14.6,520,70,2.7,40.9,1.45,1,6,287,3,5,13.1,6,155,6.1,4,7,3.67,5,Faible,Forêt Secondaire,Tempéré
ECO_00164,REG_0013,2018,Printemps,-5.0,99,51,9.3,27.0,3.45,1,7,194,1,3,8.9,4,105,10.9,4,4,3.81,2,Élevé,Savane / Zone Agricole,Tempéré
ECO_00165,REG_0049,2010,Printemps,24.7,579,53,8.4,45.6,1.3,0,6,157,2,4,11.7,5,480,4.9,4,4,1.73,3,Faible,Forêt Secondaire,Subtropical
ECO_00166,REG_0063,2017,Printemps,29.9,936,53,12.8,7.4,2.56,0,3,134,5,10,22.7,6,185,11.9,5,4,3.11,5,Faible,Savane / Zone Agricole,Tropical
ECO_00167,REG_0065,2021,Hiver,33.2,336,65,3.1,55.6,1.34,0,6,85,2,5,19.6,6,180,9.1,3,5,0.98,2,Modéré,Savane / Zone Agricole,Tropical
ECO_00168,REG_0004,2012,Automne,40.0,658,64,12.2,38.5,1.04,0,5,421,4,2,7.0,8,185,8.2,3,2,3.26,7,Faible,Forêt Secondaire,Tropical
ECO_00169,REG_0045,2024,Automne,17.3,51,74,19.3,25.9,1.63,0,7,55,3,3,5.6,5,125,8.2,6,2,2.65,3,Faible,Savane / Zone Agricole,Tempéré
ECO_00170,REG_0011,2011,Hiver,34.4,1352,95,2.0,32.9,2.33,1,4,159,5,7,9.7,9,155,13.9,3,4,5.12,6,Faible,Forêt Secondaire,Tropical
ECO_00171,REG_0042,2016,Hiver,29.0,915,53,13.0,28.5,3.67,0,7,26,7,6,33.2,3,465,6.0,0,4,3.0,5,Faible,Savane / Zone Agricole,Tropical
ECO_00172,REG_0126,2024,Été,28.5,654,59,6.3,9.4,3.89,1,7,628,3,5,11.1,7,260,8.7,4,8,2.79,5,Modéré,Savane / Zone Agricole,Tropical
ECO_00173,REG_0004,2013,Printemps,27.7,483,53,8.6,36.0,1.04,0,10,529,6,6,40.1,9,165,4.8,4,4,2.13,7,Modéré,Savane / Zone Agricole,Tropical
ECO_00174,REG_0106,2018,Hiver,4.8,523,69,25.0,58.6,1.06,1,4,368,6,6,2.9,3,285,3.0,4,1,2.06,4,Faible,Forêt Secondaire,Tempéré
ECO_00175,REG_0037,2014,Hiver,33.8,525,75,2.6,59.3,2.41,1,3,180,1,4,4.2,7,285,5.8,1,8,1.79,8,Modéré,Forêt Secondaire,Tropical
ECO_00176,REG_0046,2020,Hiver,36.8,673,85,2.1,40.7,3.99,0,5,298,2,6,21.4,3,265,3.6,2,5,1.61,8,Faible,Forêt Secondaire,Tropical
ECO_00177,REG_0080,2022,Été,34.1,853,85,4.5,75.1,2.99,1,3,20,3,3,6.4,5,375,8.6,5,6,2.86,4,Modéré,Forêt Secondaire,Tropical
ECO_00178,REG_0016,2019,Été,22.1,333,79,15.1,51.4,2.07,0,3,211,6,3,27.9,7,95,5.4,3,2,2.52,7,Modéré,Savane / Zone Agricole,Subtropical
ECO_00179,REG_0021,2020,Hiver,35.5,298,47,6.7,7.0,1.69,0,6,90,1,9,4.6,3,270,9.1,1,4,2.82,9,Faible,Savane / Zone Agricole,Tropical
ECO_00180,REG_0134,2016,Printemps,16.5,958,50,25.0,7.5,1.6,1,5,190,3,6,8.2,4,455,8.9,2,5,2.77,2,Faible,Savane / Zone Agricole,Tempéré
ECO_00181,REG_0078,2012,Automne,19.8,748,72,17.5,70.7,3.0,0,4,292,2,3,7.1,7,195,7.0,4,6,2.12,4,Modéré,Forêt Secondaire,Subtropical
ECO_00182,REG_0069,2014,Hiver,29.2,642,68,8.1,22.0,2.67,1,9,166,5,6,23.5,6,140,6.8,1,4,1.39,10,Modéré,Savane / Zone Agricole,Tropical
ECO_00183,REG_0071,2023,Hiver,23.7,368,34,15.1,67.3,2.62,1,7,134,2,5,33.2,6,170,5.6,2,6,3.21,1,Modéré,Savane / Zone Agricole,Subtropical
ECO_00184,REG_0148,2021,Été,28.9,275,59,12.1,32.2,1.46,0,4,733,4,2,26.5,4,105,3.6,4,8,7.3,6,Modéré,Savane / Zone Agricole,Tropical
ECO_00185,REG_0032,2012,Printemps,25.5,58,64,7.0,44.8,1.35,0,4,40,5,9,20.3,3,140,3.5,4,5,1.33,3,Faible,Savane / Zone Agricole,Tropical
ECO_00186,REG_0078,2017,Hiver,22.0,349,44,6.8,33.6,2.99,1,5,270,2,5,6.1,5,315,14.7,3,5,0.26,9,Faible,Savane / Zone Agricole,Subtropical
ECO_00187,REG_0067,2012,Automne,26.5,1321,71,14.0,61.8,1.15,1,7,772,3,7,16.8,5,55,12.8,3,7,2.68,6,Modéré,Forêt Dense,Tropical
ECO_00188,REG_0102,2019,Automne,23.9,268,69,6.2,48.8,1.57,0,7,443,6,2,22.8,5,125,6.2,3,5,4.31,3,Faible,Savane / Zone Agricole,Subtropical
ECO_00189,REG_0104,2016,Été,22.5,582,55,2.0,11.9,1.18,0,3,155,3,5,8.0,4,70,9.5,2,6,1.32,5,Faible,Savane / Zone Agricole,Subtropical
ECO_00190,REG_0089,2010,Été,21.7,1365,80,2.0,27.8,1.75,0,2,337,4,1,10.1,3,80,2.7,4,5,4.73,4,Faible,Savane / Zone Agricole,Subtropical
ECO_00191,REG_0133,2020,Été,21.5,121,63,18.7,29.6,1.01,0,5,219,5,4,16.3,4,100,11.4,0,8,3.05,4,Faible,Savane / Zone Agricole,Subtropical
ECO_00192,REG_0139,2016,Hiver,18.1,774,86,10.4,26.5,1.32,0,3,73,1,6,15.8,1,135,16.5,5,6,2.46,5,Faible,Savane / Zone Agricole,Subtropical
ECO_00193,REG_0056,2022,Hiver,22.5,386,62,10.8,40.6,2.95,0,4,49,5,4,0.7,4,180,0.7,5,3,1.69,2,Faible,Savane / Zone Agricole,Subtropical
ECO_00194,REG_0139,2014,Été,31.4,546,79,10.5,17.5,0.94,0,4,492,3,3,22.9,5,210,9.8,1,3,2.45,2,Faible,Savane / Zone Agricole,Tropical
ECO_00195,REG_0107,2011,Été,7.6,467,64,21.3,39.0,0.83,0,9,387,4,4,9.4,6,355,3.8,3,3,4.65,7,Faible,Savane / Zone Agricole,Tempéré
ECO_00196,REG_0013,2014,Printemps,30.6,596,63,6.7,27.1,1.79,0,6,124,8,5,7.6,3,210,29.0,0,4,0.36,4,Faible,Savane / Zone Agricole,Tropical
ECO_00197,REG_0043,2017,Été,24.3,1503,86,9.6,36.5,0.83,0,5,518,1,6,34.7,3,200,8.5,2,5,2.1,5,Faible,Forêt Secondaire,Subtropical
ECO_00198,REG_0146,2011,Automne,13.5,142,72,6.1,33.9,1.28,0,6,112,7,7,16.0,5,225,3.6,3,8,1.08,6,Modéré,Savane / Zone Agricole,Tempéré
ECO_00199,REG_0139,2017,Printemps,24.6,114,50,11.8,73.0,2.14,0,5,526,5,4,16.9,6,410,16.2,7,2,3.88,5,Faible,Savane / Zone Agricole,Subtropical
ECO_00200,REG_0040,2013,Automne,16.5,530,67,2.0,32.2,4.0,0,3,124,2,1,12.9,4,215,4.3,5,8,1.66,6,Faible,Forêt Secondaire,Tempéré
ECO_00201,REG_0021,2010,Été,14.7,405,72,8.5,15.9,1.69,0,3,28,3,6,17.2,3,200,3.6,3,4,2.89,5,Faible,Savane / Zone Agricole,Tempéré
ECO_00202,REG_0125,2018,Hiver,-1.8,1173,76,3.0,53.1,2.31,0,4,374,4,6,13.9,5,415,10.5,0,2,0.69,3,Faible,Forêt Dense,Tempéré
ECO_00203,REG_0053,2017,Printemps,25.1,868,65,6.0,2.9,1.65,0,6,141,7,6,36.1,9,275,15.5,2,4,0.54,10,Faible,Savane / Zone Agricole,Tropical
ECO_00204,REG_0027,2016,Été,7.1,657,49,3.6,35.4,2.33,1,6,331,4,3,16.3,3,355,11.5,6,5,5.89,7,Faible,Forêt Secondaire,Tempéré
ECO_00205,REG_0011,2013,Automne,40.0,254,77,8.5,67.6,1.49,0,3,263,6,6,10.3,3,355,5.9,0,4,4.89,5,Faible,Savane / Zone Agricole,Tropical
ECO_00206,REG_0039,2015,Été,28.6,869,81,11.7,18.3,2.73,0,7,166,3,3,21.0,5,155,11.2,5,4,1.22,3,Modéré,Savane / Zone Agricole,Tropical
ECO_00207,REG_0090,2020,Été,14.8,302,95,8.1,27.3,1.95,0,5,363,4,3,19.2,10,130,2.2,2,6,1.78,3,Faible,Savane / Zone Agricole,Tempéré
ECO_00208,REG_0124,2018,Automne,40.0,669,61,19.2,7.8,2.0,1,3,252,8,3,16.4,6,185,1.7,4,4,4.8,4,Modéré,Savane / Zone Agricole,Tropical
ECO_00209,REG_0073,2019,Hiver,5.7,1915,57,13.5,51.1,1.9,0,6,346,2,7,17.1,5,200,6.8,2,4,4.32,8,Faible,Forêt Dense,Tempéré
ECO_00210,REG_0050,2010,Printemps,23.4,277,82,5.1,26.8,1.51,0,8,199,4,5,48.4,7,185,3.6,6,10,4.89,5,Faible,Savane / Zone Agricole,Subtropical
ECO_00211,REG_0029,2013,Été,28.0,1427,76,16.7,59.6,1.51,0,4,581,5,5,24.7,5,165,8.6,2,4,3.5,3,Modéré,Forêt Dense,Tropical
ECO_00212,REG_0042,2015,Printemps,22.9,551,30,6.7,46.6,1.48,1,6,304,5,10,9.6,4,360,9.9,1,4,0.57,2,Faible,Forêt Secondaire,Subtropical
ECO_00213,REG_0007,2016,Printemps,12.8,338,71,6.1,19.8,2.82,0,9,162,3,2,26.0,10,215,5.9,5,7,5.98,5,Modéré,Savane / Zone Agricole,Tempéré
ECO_00214,REG_0020,2014,Printemps,4.9,68,54,21.6,36.1,3.03,0,4,24,3,4,35.9,7,190,4.5,2,4,1.28,5,Faible,Savane / Zone Agricole,Tempéré
ECO_00215,REG_0147,2016,Printemps,14.5,347,82,6.1,7.1,3.81,0,5,138,3,2,4.1,1,230,13.7,4,2,1.47,3,Modéré,Savane / Zone Agricole,Tempéré
ECO_00216,REG_0028,2014,Été,27.5,343,51,18.6,38.9,0.76,1,8,307,9,10,34.4,5,190,0.9,2,3,1.17,4,Modéré,Savane / Zone Agricole,Tropical
ECO_00217,REG_0130,2011,Hiver,16.9,972,95,2.9,17.5,1.98,1,7,308,3,5,18.9,4,110,7.0,6,3,1.7,5,Faible,Savane / Zone Agricole,Tempéré
ECO_00218,REG_0137,2018,Printemps,15.7,141,76,3.1,21.4,1.89,0,6,365,2,7,15.7,4,160,5.1,5,10,1.3,7,Faible,Savane / Zone Agricole,Tempéré
ECO_00219,REG_0024,2012,Automne,23.0,646,51,2.6,45.3,4.0,1,7,54,2,4,10.1,5,340,3.4,4,5,0.29,1,Modéré,Forêt Secondaire,Subtropical
ECO_00220,REG_0061,2010,Automne,8.1,352,93,6.9,39.7,1.33,0,6,143,7,2,18.2,6,165,3.9,2,4,2.5,6,Faible,Savane / Zone Agricole,Tempéré
ECO_00221,REG_0068,2021,Automne,14.1,718,36,3.3,15.0,1.91,1,4,161,3,4,20.1,6,465,4.9,2,5,3.05,7,Faible,Savane / Zone Agricole,Tempéré
ECO_00222,REG_0060,2023,Hiver,27.2,1022,50,16.7,21.7,1.82,1,6,253,3,9,5.3,3,175,12.1,3,6,0.41,4,Modéré,Savane / Zone Agricole,Tropical
ECO_00223,REG_0014,2017,Automne,16.8,165,55,4.9,22.0,1.38,0,7,55,6,6,35.8,6,130,5.9,6,7,3.99,6,Modéré,Savane / Zone Agricole,Tempéré
ECO_00224,REG_0113,2019,Automne,18.9,624,95,10.9,31.3,2.34,0,1,610,3,7,19.9,5,175,12.5,5,7,1.21,3,Faible,Forêt Secondaire,Subtropical
ECO_00225,REG_0042,2021,Automne,18.0,800,56,9.6,63.3,3.37,0,4,475,6,4,3.3,5,235,1.8,2,5,3.16,7,Faible,Forêt Secondaire,Tempéré
ECO_00226,REG_0149,2014,Printemps,17.4,210,49,6.7,39.8,0.61,0,3,439,5,2,6.8,4,95,3.0,4,4,1.09,6,Faible,Savane / Zone Agricole,Tempéré
ECO_00227,REG_0072,2015,Automne,31.7,814,73,4.0,58.7,1.47,1,10,39,3,3,13.0,4,225,16.1,4,4,1.48,2,Modéré,Forêt Secondaire,Tropical
ECO_00228,REG_0048,2022,Été,25.8,696,58,2.0,16.0,1.76,1,3,69,2,5,45.1,6,255,13.8,7,4,2.36,4,Modéré,Savane / Zone Agricole,Tropical
ECO_00229,REG_0030,2015,Hiver,31.1,744,72,15.6,22.6,2.56,1,5,61,3,5,31.0,4,275,3.4,3,9,8.99,5,Modéré,Savane / Zone Agricole,Tropical
ECO_00230,REG_0014,2022,Hiver,8.8,1205,67,8.9,47.2,4.0,0,3,91,6,5,27.0,7,275,9.8,3,2,9.41,5,Faible,Forêt Secondaire,Tempéré
ECO_00231,REG_0060,2024,Été,22.0,270,79,10.4,16.7,3.23,0,5,375,3,3,7.3,4,135,10.5,0,6,0.26,5,Faible,Savane / Zone Agricole,Subtropical
ECO_00232,REG_0122,2019,Été,25.0,556,78,7.0,10.7,2.48,0,4,246,5,7,7.7,9,305,7.1,4,6,3.76,5,Faible,Savane / Zone Agricole,Subtropical
ECO_00233,REG_0078,2012,Automne,19.4,545,82,7.0,33.6,1.6,0,4,721,5,4,22.9,5,230,9.9,2,2,1.32,5,Faible,Forêt Secondaire,Subtropical
ECO_00234,REG_0089,2013,Été,26.2,1036,64,8.6,51.8,2.28,0,5,353,5,4,4.0,5,200,5.5,2,6,4.21,3,Faible,Forêt Dense,Tropical
ECO_00235,REG_0117,2017,Hiver,24.2,897,56,2.0,7.5,1.94,1,4,51,5,5,7.1,4,260,9.1,0,6,1.49,5,Faible,Savane / Zone Agricole,Subtropical
ECO_00236,REG_0038,2013,Hiver,2.9,278,48,2.7,67.7,1.71,1,4,457,2,5,3.5,1,95,11.0,5,4,1.11,3,Faible,Savane / Zone Agricole,Tempéré
ECO_00237,REG_0010,2024,Hiver,19.0,1703,95,2.6,46.0,2.05,0,5,91,2,5,13.0,6,95,9.1,4,3,1.68,4,Faible,Forêt Secondaire,Subtropical
ECO_00238,REG_0009,2015,Printemps,22.0,368,68,15.3,47.6,3.03,0,4,1154,6,8,11.5,5,120,6.1,4,6,4.63,6,Modéré,Savane / Zone Agricole,Subtropical
ECO_00239,REG_0124,2018,Printemps,30.2,1467,85,9.4,34.1,1.02,0,3,388,3,6,10.4,4,275,9.8,4,5,3.0,3,Faible,Forêt Secondaire,Tropical
ECO_00240,REG_0078,2023,Été,23.9,1004,55,19.8,25.4,1.82,0,5,222,4,6,33.0,3,155,12.5,3,7,1.31,3,Faible,Savane / Zone Agricole,Subtropical
ECO_00241,REG_0108,2014,Printemps,12.9,1323,76,3.5,35.9,1.39,1,4,105,7,5,11.4,6,120,5.5,2,7,3.79,4,Modéré,Forêt Secondaire,Tempéré
ECO_00242,REG_0046,2012,Automne,33.6,668,69,10.1,43.2,4.0,1,5,116,3,9,34.0,9,250,10.1,1,5,2.08,2,Faible,Forêt Secondaire,Tropical
ECO_00243,REG_0107,2011,Printemps,14.8,869,91,2.0,54.1,1.38,0,4,196,5,6,4.0,5,320,10.4,4,3,0.79,3,Faible,Forêt Secondaire,Tempéré
ECO_00244,REG_0060,2020,Hiver,23.1,334,76,21.9,19.7,1.51,0,6,195,4,2,5.8,10,75,15.6,2,8,5.19,9,Faible,Savane / Zone Agricole,Subtropical
ECO_00245,REG_0059,2011,Printemps,14.4,276,53,2.3,38.0,4.0,0,4,501,3,5,21.8,6,435,11.2,2,10,3.83,4,Élevé,Savane / Zone Agricole,Tempéré
ECO_00246,REG_0129,2016,Été,29.0,403,59,5.4,8.2,1.33,0,5,374,7,5,7.1,10,205,5.4,4,2,3.38,5,Faible,Savane / Zone Agricole,Tropical
ECO_00247,REG_0068,2024,Été,34.8,479,81,2.2,37.9,1.69,1,10,117,5,6,12.0,5,220,1.7,4,3,2.05,4,Modéré,Savane / Zone Agricole,Tropical
ECO_00248,REG_0141,2012,Automne,24.0,1433,73,3.7,28.6,3.18,0,7,344,4,3,13.0,6,200,3.1,3,3,2.41,2,Faible,Savane / Zone Agricole,Subtropical
ECO_00249,REG_0047,2012,Hiver,13.8,755,67,24.1,15.0,1.09,0,5,909,5,1,17.6,5,360,5.6,3,6,1.58,3,Faible,Savane / Zone Agricole,Tempéré
ECO_00250,REG_0014,2021,Printemps,19.1,3000,48,2.0,42.6,1.52,1,7,338,4,2,37.4,2,150,5.9,0,4,5.07,4,Faible,Forêt Secondaire,Subtropical
ECO_00251,REG_0074,2023,Été,30.0,459,55,19.7,49.0,1.22,0,4,310,3,6,5.2,3,320,6.3,1,5,3.02,5,Faible,Savane / Zone Agricole,Tropical
ECO_00252,REG_0127,2022,Printemps,11.5,819,63,13.8,24.2,2.09,1,4,112,2,3,7.6,8,175,0.6,5,5,2.98,5,Faible,Savane / Zone Agricole,Tempéré
ECO_00253,REG_0025,2020,Été,21.4,919,72,4.7,45.0,2.11,0,6,371,4,5,25.0,7,125,2.1,3,6,2.94,6,Faible,Forêt Secondaire,Subtropical
ECO_00254,REG_0107,2020,Hiver,23.5,982,69,25.0,31.6,3.62,0,6,308,3,5,12.5,3,95,8.4,3,6,3.49,3,Modéré,Forêt Secondaire,Subtropical
ECO_00255,REG_0048,2022,Printemps,31.7,528,62,14.2,14.6,1.38,0,9,32,6,5,9.7,4,310,12.5,5,5,3.01,4,Faible,Savane / Zone Agricole,Tropical
ECO_00256,REG_0090,2021,Automne,22.6,337,50,4.5,19.7,1.6,1,10,258,4,5,28.0,4,140,8.5,3,10,4.77,6,Faible,Savane / Zone Agricole,Subtropical
ECO_00257,REG_0040,2024,Printemps,32.1,50,65,2.0,16.4,4.0,0,3,344,5,5,6.6,5,195,7.2,7,7,1.34,3,Faible,Savane / Zone Agricole,Tropical
ECO_00258,REG_0027,2014,Été,21.5,640,67,7.0,27.1,1.15,0,3,217,2,2,7.9,5,60,4.7,3,5,4.46,6,Faible,Savane / Zone Agricole,Subtropical
ECO_00259,REG_0028,2012,Hiver,33.0,168,53,9.3,30.3,0.84,0,4,383,4,6,16.6,3,275,3.7,2,7,1.77,7,Faible,Savane / Zone Agricole,Tropical
ECO_00260,REG_0092,2011,Hiver,40.0,396,51,2.0,37.2,2.54,1,5,86,3,4,17.1,3,170,7.7,0,3,2.91,4,Faible,Savane / Zone Agricole,Tropical
ECO_00261,REG_0044,2018,Automne,40.0,170,54,9.7,72.6,1.86,1,6,230,3,8,8.9,3,230,6.7,4,5,0.31,3,Élevé,Savane / Zone Agricole,Tropical
ECO_00262,REG_0053,2022,Hiver,20.5,426,74,4.7,33.9,1.48,1,4,90,4,4,26.6,3,265,2.0,4,3,1.71,5,Faible,Savane / Zone Agricole,Subtropical
ECO_00263,REG_0017,2017,Hiver,30.5,453,88,22.7,23.6,2.52,1,7,563,6,5,5.6,3,210,8.2,3,6,1.72,6,Modéré,Savane / Zone Agricole,Tropical
ECO_00264,REG_0128,2021,Automne,17.7,349,89,13.9,60.7,2.03,1,6,10,6,6,17.3,5,45,6.5,5,3,2.71,6,Modéré,Savane / Zone Agricole,Tempéré
ECO_00265,REG_0057,2021,Été,33.2,181,73,10.1,7.4,1.27,0,1,371,4,6,33.6,8,175,2.5,3,4,2.26,4,Faible,Savane / Zone Agricole,Tropical
ECO_00266,REG_0143,2020,Été,21.8,505,95,7.7,51.2,1.33,0,5,469,4,4,1.8,3,190,13.0,2,3,3.22,4,Faible,Forêt Secondaire,Subtropical
ECO_00267,REG_0079,2015,Été,7.4,1161,71,19.0,53.6,2.22,1,6,254,3,6,5.1,2,85,5.5,2,9,5.94,7,Faible,Forêt Dense,Tempéré
ECO_00268,REG_0051,2013,Printemps,3.8,1325,60,2.0,33.2,2.7,0,6,572,2,5,22.0,6,130,4.2,2,9,1.99,7,Modéré,Forêt Secondaire,Tempéré
ECO_00269,REG_0137,2016,Automne,27.9,1525,64,4.1,30.7,1.07,1,2,185,2,6,26.9,2,160,7.8,2,5,5.1,8,Faible,Forêt Secondaire,Tropical
ECO_00270,REG_0028,2011,Automne,28.7,2586,36,10.6,32.4,0.98,0,8,475,7,6,23.5,2,250,7.8,1,5,0.26,7,Modéré,Forêt Secondaire,Tropical
ECO_00271,REG_0096,2018,Hiver,22.2,126,71,5.9,71.9,2.54,1,5,589,4,6,22.4,5,405,8.5,3,6,3.61,5,Modéré,Savane / Zone Agricole,Subtropical
ECO_00272,REG_0042,2019,Hiver,26.7,1957,41,2.0,48.6,3.96,1,5,286,5,9,12.1,8,305,12.7,3,4,1.2,5,Modéré,Forêt Secondaire,Tropical
ECO_00273,REG_0119,2021,Hiver,31.3,457,61,12.1,19.5,2.48,0,4,459,5,1,17.5,5,150,6.0,1,8,5.72,5,Faible,Savane / Zone Agricole,Tropical
ECO_00274,REG_0050,2015,Automne,14.3,416,59,3.8,73.2,3.14,0,6,90,5,3,21.6,5,410,6.6,3,7,2.36,6,Faible,Savane / Zone Agricole,Tempéré
ECO_00275,REG_0112,2010,Automne,18.6,1851,32,14.3,61.3,1.33,0,3,97,5,7,5.1,7,100,11.0,2,5,4.4,6,Faible,Forêt Dense,Subtropical
ECO_00276,REG_0142,2015,Printemps,27.1,690,59,15.0,50.9,1.26,1,7,53,3,5,4.9,4,300,0.6,2,6,1.61,7,Modéré,Forêt Secondaire,Tropical
ECO_00277,REG_0143,2011,Automne,40.0,171,63,11.9,39.3,1.06,1,5,290,3,9,15.2,4,500,8.3,2,7,7.64,5,Faible,Savane / Zone Agricole,Tropical
ECO_00278,REG_0067,2023,Automne,9.0,687,46,8.5,33.7,4.0,0,4,59,8,9,23.3,2,205,7.5,5,5,4.57,6,Faible,Forêt Secondaire,Tempéré
ECO_00279,REG_0061,2020,Printemps,34.3,344,74,6.2,25.5,4.0,0,4,460,8,5,11.7,5,145,2.6,2,7,3.07,5,Faible,Savane / Zone Agricole,Tropical
ECO_00280,REG_0045,2022,Printemps,22.8,200,81,2.0,24.2,2.14,1,6,52,4,5,2.0,1,185,1.9,3,3,3.22,3,Faible,Savane / Zone Agricole,Subtropical
ECO_00281,REG_0060,2016,Hiver,19.9,1655,44,13.1,36.4,1.31,0,5,73,7,8,12.8,6,255,9.1,6,3,0.5,5,Faible,Forêt Secondaire,Subtropical
ECO_00282,REG_0112,2018,Hiver,39.8,519,60,2.0,61.8,0.94,1,3,172,5,6,2.3,5,255,3.6,3,4,2.12,3,Faible,Forêt Secondaire,Tropical
ECO_00283,REG_0015,2019,Automne,23.5,2955,51,6.3,5.4,0.86,0,1,329,3,2,6.3,3,295,4.4,2,6,5.46,3,Faible,Savane / Zone Agricole,Subtropical
ECO_00284,REG_0093,2013,Automne,7.6,2869,75,2.6,36.4,2.4,0,8,385,2,3,14.8,7,120,10.7,5,4,2.44,8,Modéré,Forêt Secondaire,Tempéré
ECO_00285,REG_0073,2012,Hiver,15.1,552,82,2.5,24.1,2.59,1,3,104,2,4,14.9,10,470,9.9,1,3,0.4,8,Faible,Savane / Zone Agricole,Tempéré
ECO_00286,REG_0027,2016,Hiver,-5.0,2210,65,14.8,47.3,2.03,0,9,323,3,7,24.3,5,240,15.5,3,4,0.22,6,Faible,Forêt Secondaire,Tempéré
ECO_00287,REG_0072,2010,Hiver,24.2,744,72,3.1,37.9,2.92,0,3,178,3,7,0.0,6,165,15.7,0,2,7.2,6,Faible,Forêt Secondaire,Subtropical
ECO_00288,REG_0128,2015,Automne,4.9,533,82,4.4,9.3,1.73,0,6,195,4,4,20.8,10,395,7.2,9,4,3.13,8,Faible,Savane / Zone Agricole,Tempéré
ECO_00289,REG_0043,2020,Printemps,22.6,697,88,6.9,34.4,3.35,0,7,22,5,6,5.4,4,90,14.0,4,3,1.25,6,Faible,Forêt Secondaire,Subtropical
ECO_00290,REG_0090,2018,Hiver,28.2,1018,72,2.0,9.9,3.08,1,5,309,8,3,3.1,2,140,5.1,2,3,4.28,3,Modéré,Savane / Zone Agricole,Tropical
ECO_00291,REG_0057,2015,Automne,23.5,1535,58,4.0,42.0,2.02,1,6,833,3,3,15.2,7,190,14.9,3,5,5.33,3,Modéré,Forêt Secondaire,Subtropical
